id,task,source_branch,source_dev,source_path,dest_path,file_sha,file_size,file_mode,review_status,rule,rule_label,decisive_evidence
S2-0001,email-campaign,lueyang-dev,lueyang,tasks/lueyang/email-campaign/docs/agent_system_prompt.md,tasks/finalpool/email-campaign/docs/agent_system_prompt.md,b5571ff0b8b29deac98e697c5eb8e883a532f763,121,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=121B task.md=87B); no CJK characters detected; structure complete
S2-0074,log-analyzer,ruige,ruige,tasks/ruige/log-analyzer/preprocess/main.py,tasks/finalpool/log-analyzer/preprocess/main.py,9b394352cab8316b37f15f0172e79d0e7e629e9e,56,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=119B task.md=83B); no CJK characters detected; structure complete
S2-0075,loyalty-program,fan-dev,fan,tasks/fan/loyalty-program/docs/agent_system_prompt.md,tasks/finalpool/loyalty-program/docs/agent_system_prompt.md,6c9e7dd708db3ed0ba93a180ffb693a89b9f991c,122,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0076,loyalty-program,fan-dev,fan,tasks/fan/loyalty-program/docs/task.md,tasks/finalpool/loyalty-program/docs/task.md,1eff915fadf6900d7f060735550efd4caa761051,89,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0077,loyalty-program,fan-dev,fan,tasks/fan/loyalty-program/docs/user_system_prompt.md,tasks/finalpool/loyalty-program/docs/user_system_prompt.md,a1414b9adaee6d5acba9a8514e4dc8c10564d790,50,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0078,loyalty-program,fan-dev,fan,tasks/fan/loyalty-program/evaluation/main.py,tasks/finalpool/loyalty-program/evaluation/main.py,54242173a188c09e6f0362bcb50a3c4c339b9c7f,278,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0079,loyalty-program,fan-dev,fan,tasks/fan/loyalty-program/groundtruth_workspace/readme.txt,tasks/finalpool/loyalty-program/groundtruth_workspace/readme.txt,8b17eba8a7213fb60c29765fdadbcf31888f2928,37,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0080,media-organizer,haoze,haoze,tasks/haoze/media-organizer/docs/agent_system_prompt.md,tasks/finalpool/media-organizer/docs/agent_system_prompt.md,c0a5ad88b861884791c55b2c7671d318355ff8c4,122,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0081,media-organizer,haoze,haoze,tasks/haoze/media-organizer/docs/task.md,tasks/finalpool/media-organizer/docs/task.md,52a6dba3157fd7f40e795c0c91cb26732b2db55b,89,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0082,media-organizer,haoze,haoze,tasks/haoze/media-organizer/docs/user_system_prompt.md,tasks/finalpool/media-organizer/docs/user_system_prompt.md,189aa16b1bc8edf27d079924430aa05298d7aba5,50,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0083,media-organizer,haoze,haoze,tasks/haoze/media-organizer/evaluation/main.py,tasks/finalpool/media-organizer/evaluation/main.py,5c84a130d79f0efbd2051d8bacf8601f1354735e,278,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0084,media-organizer,haoze,haoze,tasks/haoze/media-organizer/groundtruth_workspace/readme.txt,tasks/finalpool/media-organizer/groundtruth_workspace/readme.txt,312aa3e47102cc647bae8def3467cb912264ceda,37,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0085,media-organizer,haoze,haoze,tasks/haoze/media-organizer/initial_workspace/readme.txt,tasks/finalpool/media-organizer/initial_workspace/readme.txt,7706b80b1b0d40c07b64292b2cc9b24fe83103af,38,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0086,media-organizer,haoze,haoze,tasks/haoze/media-organizer/preprocess/main.py,tasks/finalpool/media-organizer/preprocess/main.py,9b394352cab8316b37f15f0172e79d0e7e629e9e,56,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0087,monitoring-agent,xiaochen_dev,xiaochen,tasks/xiaochen/monitoring-agent/docs/agent_system_prompt.md,tasks/finalpool/monitoring-agent/docs/agent_system_prompt.md,f1d59a5d391b5761835db741f6a942c01c27653a,123,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=123B task.md=91B); no CJK characters detected; structure complete
S2-0088,monitoring-agent,xiaochen_dev,xiaochen,tasks/xiaochen/monitoring-agent/docs/task.md,tasks/finalpool/monitoring-agent/docs/task.md,eece2322fe63c72a3c0ea9f1df8b434137c14e90,91,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=123B task.md=91B); no CJK characters detected; structure complete
S2-0089,monitoring-agent,xiaochen_dev,xiaochen,tasks/xiaochen/monitoring-agent/evaluation/main.py,tasks/finalpool/monitoring-agent/evaluation/main.py,3363334252f44878e898d7a4fae802dd6844e231,279,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=123B task.md=91B); no CJK characters detected; structure complete
S2-0090,monitoring-agent,xiaochen_dev,xiaochen,tasks/xiaochen/monitoring-agent/groundtruth_workspace/readme.txt,tasks/finalpool/monitoring-agent/groundtruth_workspace/readme.txt,34bcbbe1f6f6f96c42d98b8ceb2ad5eed4cd3200,38,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=123B task.md=91B); no CJK characters detected; structure complete
S2-0091,monitoring-agent,xiaochen_dev,xiaochen,tasks/xiaochen/monitoring-agent/preprocess/main.py,tasks/finalpool/monitoring-agent/preprocess/main.py,9b394352cab8316b37f15f0172e79d0e7e629e9e,56,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=123B task.md=91B); no CJK characters detected; structure complete
S2-0092,network-analyzer,yuxuan-dev,yuxuan,tasks/yuxuan/network-analyzer/docs/agent_system_prompt.md,tasks/finalpool/network-analyzer/docs/agent_system_prompt.md,69f6a79bc99e06a3474d552900a8b1925a668d50,123,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=123B task.md=91B); no CJK characters detected; structure complete
S2-0093,network-analyzer,yuxuan-dev,yuxuan,tasks/yuxuan/network-analyzer/docs/task.md,tasks/finalpool/network-analyzer/docs/task.md,474295ab9a63e34b404e4fbf40458e2f8c388663,91,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=123B task.md=91B); no CJK characters detected; structure complete
S2-0094,network-analyzer,yuxuan-dev,yuxuan,tasks/yuxuan/network-analyzer/evaluation/main.py,tasks/finalpool/network-analyzer/evaluation/main.py,38306e8f69d42cb0c26a07c00ebeeb340b2b0ffd,279,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=123B task.md=91B); no CJK characters detected; structure complete
S2-0095,order-processor,junteng_dev,junteng,tasks/junteng/order-processor/docs/agent_system_prompt.md,tasks/finalpool/order-processor/docs/agent_system_prompt.md,551b26678450a3109da2f021331e5c7b47340e5c,122,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0096,order-processor,junteng_dev,junteng,tasks/junteng/order-processor/docs/task.md,tasks/finalpool/order-processor/docs/task.md,80c3094dc46fd6277a3edc355ba369dff9908fea,89,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0097,order-processor,junteng_dev,junteng,tasks/junteng/order-processor/evaluation/main.py,tasks/finalpool/order-processor/evaluation/main.py,d7be8a27076fd29d9800c597607bf995b0b4d3ca,278,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0098,order-processor,junteng_dev,junteng,tasks/junteng/order-processor/initial_workspace/readme.txt,tasks/finalpool/order-processor/initial_workspace/readme.txt,9bc4c8c2f543a3e00f2aaf52d3cac3fc4d61a186,38,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0099,payment-processor,yuzhen-dev,yuzhen,tasks/yuzhen/payment-processor/docs/agent_system_prompt.md,tasks/finalpool/payment-processor/docs/agent_system_prompt.md,2dac5ae1038b129bb721bfffbdf774822956de98,124,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=124B task.md=93B); no CJK characters detected; structure complete
S2-0100,payment-processor,yuzhen-dev,yuzhen,tasks/yuzhen/payment-processor/docs/task.md,tasks/finalpool/payment-processor/docs/task.md,7ab01099d715c4b3a643280464582fabfd590e32,93,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=124B task.md=93B); no CJK characters detected; structure complete
S2-0101,payment-processor,yuzhen-dev,yuzhen,tasks/yuzhen/payment-processor/docs/user_system_prompt.md,tasks/finalpool/payment-processor/docs/user_system_prompt.md,fadb1bca67b2a0e7869ca5302fa2d413386506ab,52,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=124B task.md=93B); no CJK characters detected; structure complete
S2-0102,payment-processor,yuzhen-dev,yuzhen,tasks/yuzhen/payment-processor/evaluation/main.py,tasks/finalpool/payment-processor/evaluation/main.py,7b815ec12ed6cd461921ec5d3f0293b21b16dace,280,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=124B task.md=93B); no CJK characters detected; structure complete
S2-0103,payment-processor,yuzhen-dev,yuzhen,tasks/yuzhen/payment-processor/groundtruth_workspace/readme.txt,tasks/finalpool/payment-processor/groundtruth_workspace/readme.txt,f0bbd0d0a6729357f09f78d2e4a809a66f481d55,39,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=124B task.md=93B); no CJK characters detected; structure complete
S2-0104,pdf-report-generator,jl_dev,jl,tasks/jl/pdf-report-generator/docs/agent_system_prompt.md,tasks/finalpool/pdf-report-generator/docs/agent_system_prompt.md,62db8dc075cda6da4f3f0c3fa8b373524d32211b,127,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=127B task.md=99B); no CJK characters detected; structure complete
S2-0105,pdf-report-generator,jl_dev,jl,tasks/jl/pdf-report-generator/docs/task.md,tasks/finalpool/pdf-report-generator/docs/task.md,2b55c6adc7323f8e45d313cffc30380c9ea53442,99,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=127B task.md=99B); no CJK characters detected; structure complete
S2-0106,pdf-report-generator,jl_dev,jl,tasks/jl/pdf-report-generator/docs/user_system_prompt.md,tasks/finalpool/pdf-report-generator/docs/user_system_prompt.md,1c02cf84b856db4600d16eacd13e06af26c73af7,55,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=127B task.md=99B); no CJK characters detected; structure complete
S2-0107,pdf-report-generator,jl_dev,jl,tasks/jl/pdf-report-generator/evaluation/main.py,tasks/finalpool/pdf-report-generator/evaluation/main.py,d81995c4d247dc1339c63c9babbd0c1fda79e1a8,283,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=127B task.md=99B); no CJK characters detected; structure complete
S2-0108,pdf-report-generator,jl_dev,jl,tasks/jl/pdf-report-generator/groundtruth_workspace/readme.txt,tasks/finalpool/pdf-report-generator/groundtruth_workspace/readme.txt,11350ab1898ef9b63e7ecba0d78fbdbbc8e44123,42,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=127B task.md=99B); no CJK characters detected; structure complete
S2-0109,pdf-report-generator,jl_dev,jl,tasks/jl/pdf-report-generator/initial_workspace/readme.txt,tasks/finalpool/pdf-report-generator/initial_workspace/readme.txt,62aa6c0fa7688557012af61025fa576a73c57812,43,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=127B task.md=99B); no CJK characters detected; structure complete
S2-0110,permission-manager,yuzhen-dev,yuzhen,tasks/yuzhen/permission-manager/docs/agent_system_prompt.md,tasks/finalpool/permission-manager/docs/agent_system_prompt.md,6ea4a757b1c5355e13fd8c60a1112a390ef734ee,125,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=125B task.md=95B); no CJK characters detected; structure complete
S2-0111,permission-manager,yuzhen-dev,yuzhen,tasks/yuzhen/permission-manager/docs/task.md,tasks/finalpool/permission-manager/docs/task.md,fc0d74d29fd77c1b941be474d7564842cdae8093,95,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=125B task.md=95B); no CJK characters detected; structure complete
S2-0112,permission-manager,yuzhen-dev,yuzhen,tasks/yuzhen/permission-manager/evaluation/main.py,tasks/finalpool/permission-manager/evaluation/main.py,30f2138eb459341c7f24a969ca6647c86084fb7d,281,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=125B task.md=95B); no CJK characters detected; structure complete
S2-0113,permission-manager,yuzhen-dev,yuzhen,tasks/yuzhen/permission-manager/initial_workspace/readme.txt,tasks/finalpool/permission-manager/initial_workspace/readme.txt,01a1d345896fa4f6daff621e073d14f082d718ef,41,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=125B task.md=95B); no CJK characters detected; structure complete
S2-0114,permission-manager,yuzhen-dev,yuzhen,tasks/yuzhen/permission-manager/preprocess/main.py,tasks/finalpool/permission-manager/preprocess/main.py,9b394352cab8316b37f15f0172e79d0e7e629e9e,56,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=125B task.md=95B); no CJK characters detected; structure complete
S2-0115,personalization-service,lv,lv,tasks/lv/personalization-service/docs/agent_system_prompt.md,tasks/finalpool/personalization-service/docs/agent_system_prompt.md,a5a746fd57bd52ff20e8801bf6a32ed8e39d375a,130,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=130B task.md=105B); no CJK characters detected; structure complete
S2-0116,personalization-service,lv,lv,tasks/lv/personalization-service/docs/task.md,tasks/finalpool/personalization-service/docs/task.md,6bdbf2bd286948414a732205a502c9e06336ee2b,105,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=130B task.md=105B); no CJK characters detected; structure complete
S2-0117,personalization-service,lv,lv,tasks/lv/personalization-service/evaluation/main.py,tasks/finalpool/personalization-service/evaluation/main.py,75683b4a6baacc47daf8991e7a84e532dfd0be1e,286,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=130B task.md=105B); no CJK characters detected; structure complete
S2-0118,personalization-service,lv,lv,tasks/lv/personalization-service/preprocess/main.py,tasks/finalpool/personalization-service/preprocess/main.py,9b394352cab8316b37f15f0172e79d0e7e629e9e,56,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=130B task.md=105B); no CJK characters detected; structure complete
S2-0119,price-tracker,fan-dev,fan,tasks/fan/price-tracker/docs/agent_system_prompt.md,tasks/finalpool/price-tracker/docs/agent_system_prompt.md,4d38c4f2c9daeea975f76e7f701d2d536c997d7e,120,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=120B task.md=85B); no CJK characters detected; structure complete
S2-0120,price-tracker,fan-dev,fan,tasks/fan/price-tracker/docs/task.md,tasks/finalpool/price-tracker/docs/task.md,66908fff5310e6ab65f9882c44cc71568715974e,85,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=120B task.md=85B); no CJK characters detected; structure complete
S2-0121,price-tracker,fan-dev,fan,tasks/fan/price-tracker/evaluation/main.py,tasks/finalpool/price-tracker/evaluation/main.py,b6c6f37202e826e8444fc223b6e82c7cc3e2d9c2,276,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=120B task.md=85B); no CJK characters detected; structure complete
S2-0122,price-tracker,fan-dev,fan,tasks/fan/price-tracker/groundtruth_workspace/readme.txt,tasks/finalpool/price-tracker/groundtruth_workspace/readme.txt,1617067aea180d556b21366e720b3e3c99b10f8b,35,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=120B task.md=85B); no CJK characters detected; structure complete
S2-0123,product-catalog,junteng_dev,junteng,tasks/junteng/product-catalog/docs/agent_system_prompt.md,tasks/finalpool/product-catalog/docs/agent_system_prompt.md,d3a114a3596772e5ac400dc35fdc29d4e96d365a,122,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0124,product-catalog,junteng_dev,junteng,tasks/junteng/product-catalog/docs/task.md,tasks/finalpool/product-catalog/docs/task.md,c246972a18fef82bf5ab87e73b7e3dd4c0ddced1,89,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0125,product-catalog,junteng_dev,junteng,tasks/junteng/product-catalog/docs/user_system_prompt.md,tasks/finalpool/product-catalog/docs/user_system_prompt.md,b8e7ce47c5fd73414624e52974ce17baefe827e3,50,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0126,product-catalog,junteng_dev,junteng,tasks/junteng/product-catalog/evaluation/main.py,tasks/finalpool/product-catalog/evaluation/main.py,aa5ad4fee1fa6eb3248c4003f8848f3d6075344e,278,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0127,product-catalog,junteng_dev,junteng,tasks/junteng/product-catalog/groundtruth_workspace/readme.txt,tasks/finalpool/product-catalog/groundtruth_workspace/readme.txt,15a9147f4513299969477158e87bf807f5edb214,37,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
S2-0128,product-catalog,junteng_dev,junteng,tasks/junteng/product-catalog/preprocess/main.py,tasks/finalpool/product-catalog/preprocess/main.py,9b394352cab8316b37f15f0172e79d0e7e629e9e,56,100644,KEEP,E0,Passes all inclusion criteria,evaluation/main.py present; all docs at standard template byte-sizes (agent_system_prompt.md=122B task.md=89B); no CJK characters detected; structure complete
